symbol,date,actual,pred,pUp,conf,ret1d,sum_up_contrib,sum_down_contrib,net_margin,wrong_side_power,right_side_power,margin_wrong_minus_right,wrong_type,high_conf_wrong,regime_flags,top_misleading,why,raw_stochK,score_stochK,w_stochK,contrib_stochK,reason_stochK,raw_MACD,score_MACD,w_MACD,contrib_MACD,reason_MACD,raw_RSI,score_RSI,w_RSI,contrib_RSI,reason_RSI,raw_OBV,score_OBV,w_OBV,contrib_OBV,reason_OBV,raw_volZ,score_volZ,w_volZ,contrib_volZ,reason_volZ,raw_pctB,score_pctB,w_pctB,contrib_pctB,reason_pctB,raw_deltaATRpct,score_deltaATRpct,w_deltaATRpct,contrib_deltaATRpct,reason_deltaATRpct,raw_gapNorm,score_gapNorm,w_gapNorm,contrib_gapNorm,reason_gapNorm,raw_atrPct,score_atrPct,w_atrPct,contrib_atrPct,reason_atrPct
CRM,2024-10-23,1,-1,0.460982,0.078036,0.008192,0.3668,-0.3503,0.0164,0.3503,0.3668,-0.0164,calibration_miss,0,,volZ|MACD|stochK,"Called DOWN (pUp=0.461, conf=0.078) but next day was UP (ret1d=0.0082). Wrong-side power=0.3503, right-side power=0.3668, margin=-0.0164. Culprits: volZ→-0.2336 [volZ=-0.9343]; MACD→-0.1032 [MACD/ATR=-0.2065 (bearish momentum)]; stochK→-0.0135 [stochK=39.46 (≤40 down-bias)]. Top pushes toward UP: OBV=182394400 (w=1.000, c=0.2500), pctB=0.4662 (w=1.000, c=0.1165), deltaATRpct=0.0005 (w=1.000, c=0.0002). Top pushes toward DOWN: volZ=-0.9343 (w=1.000, c=0.2336), MACD=-0.2065 (w=1.000, c=0.1032), stochK=39.46 (w=1.000, c=0.0135). Gates: atr_pass:PASS, minConf_pass:BLOCK.",39.45812365204888,-0.013547,1.000000,-0.013547,stochK=39.46 (≤40 down-bias),-0.20647466180208585,-0.103237,1.000000,-0.103237,MACD/ATR=-0.2065 (bearish momentum),54.8474677133918,0.000000,1.000000,0.000000,RSI=54.85 (neutral),182394400,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.9342532840082066,-0.233563,1.000000,-0.233563,volZ=-0.9343,0.466153618865117,0.116538,1.000000,0.116538,pctB=0.4662 (mid),0.0004951152994126205,0.000248,1.000000,0.000248,ΔATR%=0.0005 rising vol → continuation amplification,-0.2080864335583521,0.000000,1.000000,0.000000,gapNorm=-0.2081 (neutral),0.01845790118259378,0.000000,1.000000,0.000000,atrPct=0.0185
CRM,2024-10-29,-1,1,0.873706,0.747412,-0.008331,1.482,-0.1363,1.346,1.482,0.1363,1.346,features_agreed_with_wrong_call,1,,stochK|pctB|OBV,"Called UP (pUp=0.874, conf=0.747) but next day was DOWN (ret1d=-0.0083). Wrong-side power=1.482, right-side power=0.1363, margin=1.346. Culprits: stochK→0.7622 [stochK=90.49 (>80 overbought) → up-bias w/ reversal risk]; pctB→0.2688 [pctB=1.075 (upper band) → overbought/continuation risk]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=90.49 (w=1.000, c=0.7622), pctB=1.075 (w=1.000, c=0.2688), OBV=197104800 (w=1.000, c=0.2500). Top pushes toward DOWN: volZ=-0.4009 (w=1.000, c=0.1002), MACD=-0.0722 (w=1.000, c=0.0361). Gates: atr_pass:PASS, minConf_pass:PASS.",90.4894860388106,0.762237,1.000000,0.762237,stochK=90.49 (>80 overbought) → up-bias w/ reversal risk,-0.07215671520492171,-0.036078,1.000000,-0.036078,MACD/ATR=-0.0722 (bearish momentum),68.01927103148755,0.200482,1.000000,0.200482,RSI=68.02 (bullish),197104800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.40090048747016505,-0.100225,1.000000,-0.100225,volZ=-0.4009,1.0750864239437996,0.268772,1.000000,0.268772,pctB=1.075 (upper band) → overbought/continuation risk,0.0007035005511384779,0.000352,1.000000,0.000352,ΔATR%=0.0007 rising vol → continuation amplification,0.07829628448445813,0.000000,1.000000,0.000000,gapNorm=0.0783 (neutral),0.019407734765729025,0.000000,1.000000,0.000000,atrPct=0.0194
CRM,2024-10-30,-1,1,0.807438,0.614876,-0.016970,0.9991,-0.3894,0.6098,0.9991,0.3894,0.6098,features_agreed_with_wrong_call,1,,stochK|OBV|pctB,"Called UP (pUp=0.807, conf=0.615) but next day was DOWN (ret1d=-0.0170). Wrong-side power=0.9991, right-side power=0.3894, margin=0.6098. Culprits: stochK→0.4160 [stochK=76.64 (≥60 up-bias)]; OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.2274 [pctB=0.9097 (upper band) → overbought/continuation risk]. Top pushes toward UP: stochK=76.64 (w=1.000, c=0.4160), OBV=194278300 (w=1.000, c=0.2500), pctB=0.9097 (w=1.000, c=0.2274). Top pushes toward DOWN: volZ=-1.006 (w=1.000, c=0.2515), gapNorm=-0.6089 (w=1.000, c=0.1089), MACD=-0.0569 (w=1.000, c=0.0284). Gates: atr_pass:PASS, minConf_pass:PASS.",76.64065828310723,0.416016,1.000000,0.416016,stochK=76.64 (≥60 up-bias),-0.05685956628052265,-0.028430,1.000000,-0.028430,MACD/ATR=-0.0569 (bearish momentum),64.22723136118351,0.105681,1.000000,0.105681,RSI=64.23 (bullish),194278300,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-1.0060506756568737,-0.251513,1.000000,-0.251513,volZ=-1.006,0.9096980819610748,0.227425,1.000000,0.227425,pctB=0.9097 (upper band) → overbought/continuation risk,-0.001011395981084351,-0.000506,1.000000,-0.000506,ΔATR%=-0.0010 falling vol → mean-revert bias,-0.6089220900736603,-0.108922,1.000000,-0.108922,gapNorm=-0.6089 ≤ -0.5 → gap-down continuation bias,0.018396338784644674,0.000000,1.000000,0.000000,atrPct=0.0184
CRM,2024-11-04,-1,1,0.839782,0.679565,-0.001745,1.819,-0.0422,1.777,1.819,0.0422,1.777,gap_reversal,1,,stochK|gapNorm|OBV,"Called UP (pUp=0.840, conf=0.680) but next day was DOWN (ret1d=-0.0017). Wrong-side power=1.819, right-side power=0.0422, margin=1.777. Culprits: stochK→0.6399 [stochK=85.60 (>80 overbought) → up-bias w/ reversal risk]; gapNorm→0.6095 [gapNorm=1.110 ≥ 0.5 → gap-up continuation bias]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=85.60 (w=1.000, c=0.6399), gapNorm=1.110 (w=1.000, c=0.6095), OBV=198611900 (w=1.000, c=0.2500). Top pushes toward DOWN: MACD=-0.0695 (w=1.000, c=0.0347), volZ=-0.0299 (w=1.000, c=0.0075). Gates: atr_pass:PASS, minConf_pass:PASS.",85.59513484246456,0.639878,1.000000,0.639878,stochK=85.60 (>80 overbought) → up-bias w/ reversal risk,-0.06947486241185935,-0.034737,1.000000,-0.034737,MACD/ATR=-0.0695 (bearish momentum),63.16080219025568,0.079020,1.000000,0.079020,RSI=63.16 (bullish),198611900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.0298885548683405,-0.007472,1.000000,-0.007472,volZ=-0.0299,0.9628386172062467,0.240710,1.000000,0.240710,pctB=0.9628 (upper band) → overbought/continuation risk,0.0004266797257243965,0.000213,1.000000,0.000213,ΔATR%=0.0004 rising vol → continuation amplification,1.109523954983671,0.609524,1.000000,0.609524,gapNorm=1.110 ≥ 0.5 → gap-up continuation bias,0.02017124911269568,0.000000,1.000000,0.000000,atrPct=0.0202
CRM,2024-11-11,-1,1,0.992912,0.985824,-0.001697,3.251,0.0000,3.251,3.251,0.0000,3.251,gap_reversal,1,,stochK|RSI|gapNorm,"Called UP (pUp=0.993, conf=0.986) but next day was DOWN (ret1d=-0.0017). Wrong-side power=3.251, right-side power=0.0000, margin=3.251. Culprits: stochK→0.8735 [stochK=94.94 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.5847 [RSI=83.39 (bullish)]; gapNorm→0.5250 [gapNorm=1.025 ≥ 0.5 → gap-up continuation bias]. Top pushes toward UP: stochK=94.94 (w=1.000, c=0.8735), RSI=83.39 (w=1.000, c=0.5847), gapNorm=1.025 (w=1.000, c=0.5250). Gates: atr_pass:PASS, minConf_pass:PASS.",94.94058239254637,0.873515,1.000000,0.873515,stochK=94.94 (>80 overbought) → up-bias w/ reversal risk,0.3667179539466825,0.183359,1.000000,0.183359,MACD/ATR=0.3667 (bullish momentum),83.38895844348588,0.584724,1.000000,0.584724,RSI=83.39 (bullish),228192500,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),3.3081468885354335,0.500000,1.000000,0.500000,volZ=3.308,1.3264927284064725,0.331623,1.000000,0.331623,pctB=1.326 (upper band) → overbought/continuation risk,0.004756763910184741,0.002378,1.000000,0.002378,ΔATR%=0.0048 rising vol → continuation amplification,1.025000052134395,0.525000,1.000000,0.525000,gapNorm=1.025 ≥ 0.5 → gap-up continuation bias,0.027590115454833645,0.000000,1.000000,0.000000,atrPct=0.0276
CRM,2024-11-13,-1,1,0.988521,0.977043,-0.029469,2.939,-0.0000,2.939,2.939,0.0000,2.939,gap_reversal,1,,gapNorm|stochK|RSI,"Called UP (pUp=0.989, conf=0.977) but next day was DOWN (ret1d=-0.0295). Wrong-side power=2.939, right-side power=0.0000, margin=2.939. Culprits: gapNorm→0.7751 [gapNorm=1.275 ≥ 0.5 → gap-up continuation bias]; stochK→0.7197 [stochK=88.79 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.5710 [RSI=82.84 (bullish)]. Top pushes toward UP: gapNorm=1.275 (w=1.000, c=0.7751), stochK=88.79 (w=1.000, c=0.7197), RSI=82.84 (w=1.000, c=0.5710). Top pushes toward DOWN: deltaATRpct=-0.0001 (w=1.000, c=0.0000). Gates: atr_pass:PASS, minConf_pass:PASS.",88.78771207275146,0.719693,1.000000,0.719693,stochK=88.79 (>80 overbought) → up-bias w/ reversal risk,0.4690789071996365,0.234539,1.000000,0.234539,MACD/ATR=0.4691 (bullish momentum),82.83944436019866,0.570986,1.000000,0.570986,RSI=82.84 (bullish),227435700,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.5249024440756179,0.131226,1.000000,0.131226,volZ=0.5249,1.030523829797664,0.257631,1.000000,0.257631,pctB=1.031 (upper band) → overbought/continuation risk,-0.00009790759001316804,-0.000049,1.000000,-0.000049,ΔATR%=-0.0001 falling vol → mean-revert bias,1.2751007420025218,0.775101,1.000000,0.775101,gapNorm=1.275 ≥ 0.5 → gap-up continuation bias,0.027899311557482792,0.000000,1.000000,0.000000,atrPct=0.0279
CRM,2024-11-14,-1,1,0.938380,0.876759,-0.019267,1.394,0.0000,1.394,1.394,0.0000,1.394,features_agreed_with_wrong_call,1,,stochK|RSI|OBV,"Called UP (pUp=0.938, conf=0.877) but next day was DOWN (ret1d=-0.0193). Wrong-side power=1.394, right-side power=0.0000, margin=1.394. Culprits: stochK→0.2833 [stochK=71.33 (≥60 up-bias)]; RSI→0.2729 [RSI=70.92 (bullish)]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=71.33 (w=1.000, c=0.2833), RSI=70.92 (w=1.000, c=0.2729), OBV=219805100 (w=1.000, c=0.2500). Gates: atr_pass:PASS, minConf_pass:PASS.",71.33101481752237,0.283275,1.000000,0.283275,stochK=71.33 (≥60 up-bias),0.3547559054645706,0.177378,1.000000,0.177378,MACD/ATR=0.3548 (bullish momentum),70.91611056318882,0.272903,1.000000,0.272903,RSI=70.92 (bullish),219805100,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.7843320630719729,0.196083,1.000000,0.196083,volZ=0.7843,0.8494109854390088,0.212353,1.000000,0.212353,pctB=0.8494 (upper band) → overbought/continuation risk,0.003117076064897216,0.001558,1.000000,0.001558,ΔATR%=0.0031 rising vol → continuation amplification,0.21069917421605577,0.000000,1.000000,0.000000,gapNorm=0.2107 (neutral),0.031016387622380008,0.000000,1.000000,0.000000,atrPct=0.0310
CRM,2024-11-15,-1,1,0.767594,0.535188,-0.009254,0.8182,-0.9235,-0.1052,0.8182,0.9235,-0.1052,policy_error,1,,OBV|pctB|volZ,"Called UP (pUp=0.768, conf=0.535) but next day was DOWN (ret1d=-0.0093). Wrong-side power=0.8182, right-side power=0.9235, margin=-0.1052. Culprits: OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1852 [pctB=0.7408 (mid)]; volZ→0.1407 [volZ=0.5628]. Top pushes toward UP: OBV=212712100 (w=1.000, c=0.2500), pctB=0.7408 (w=1.000, c=0.1852), volZ=0.5628 (w=1.000, c=0.1407). Top pushes toward DOWN: gapNorm=-1.423 (w=1.000, c=0.9232), deltaATRpct=-0.0005 (w=1.000, c=0.0003). Gates: atr_pass:PASS, minConf_pass:PASS.",60.209110508523416,0.005228,1.000000,0.005228,stochK=60.21 (≥60 up-bias),0.24591506938049754,0.122958,1.000000,0.122958,MACD/ATR=0.2459 (bullish momentum),64.56549682079469,0.114137,1.000000,0.114137,RSI=64.57 (bullish),212712100,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.5627823512662584,0.140696,1.000000,0.140696,volZ=0.5628,0.7408288207365922,0.185207,1.000000,0.185207,pctB=0.7408 (mid),-0.0005452568487722478,-0.000273,1.000000,-0.000273,ΔATR%=-0.0005 falling vol → mean-revert bias,-1.423187489090183,-0.923187,1.000000,-0.923187,gapNorm=-1.423 ≤ -0.5 → gap-down continuation bias,0.03047113077360776,0.000000,1.000000,0.000000,atrPct=0.0305
CRM,2024-11-22,-1,1,0.939783,0.879565,-0.008508,1.949,-0.0008,1.948,1.949,0.0008,1.948,gap_reversal,1,,stochK|gapNorm|RSI,"Called UP (pUp=0.940, conf=0.880) but next day was DOWN (ret1d=-0.0085). Wrong-side power=1.949, right-side power=0.0008, margin=1.948. Culprits: stochK→0.6943 [stochK=87.77 (>80 overbought) → up-bias w/ reversal risk]; gapNorm→0.4441 [gapNorm=0.9441 ≥ 0.5 → gap-up continuation bias]; RSI→0.2967 [RSI=71.87 (bullish)]. Top pushes toward UP: stochK=87.77 (w=1.000, c=0.6943), gapNorm=0.9441 (w=1.000, c=0.4441), RSI=71.87 (w=1.000, c=0.2967). Top pushes toward DOWN: deltaATRpct=-0.0017 (w=1.000, c=0.0008). Gates: atr_pass:PASS, minConf_pass:PASS.",87.7726139240748,0.694315,1.000000,0.694315,stochK=87.77 (>80 overbought) → up-bias w/ reversal risk,0.05830958094727098,0.029155,1.000000,0.029155,MACD/ATR=0.0583 (bullish momentum),71.86714608204687,0.296679,1.000000,0.296679,RSI=71.87 (bullish),231708700,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.09342677218689763,0.023357,1.000000,0.023357,volZ=0.0934,0.8446081789455397,0.211152,1.000000,0.211152,pctB=0.8446 (upper band) → overbought/continuation risk,-0.0016822762361893284,-0.000841,1.000000,-0.000841,ΔATR%=-0.0017 falling vol → mean-revert bias,0.9440745247658366,0.444075,1.000000,0.444075,gapNorm=0.9441 ≥ 0.5 → gap-up continuation bias,0.027972414903223757,0.000000,1.000000,0.000000,atrPct=0.0280
CRM,2024-11-26,-1,1,0.935784,0.871567,-0.038376,1.787,-0.0999,1.687,1.787,0.0999,1.687,gap_reversal,1,,stochK|gapNorm|RSI,"Called UP (pUp=0.936, conf=0.872) but next day was DOWN (ret1d=-0.0384). Wrong-side power=1.787, right-side power=0.0999, margin=1.687. Culprits: stochK→0.6899 [stochK=87.60 (>80 overbought) → up-bias w/ reversal risk]; gapNorm→0.3463 [gapNorm=0.8463 ≥ 0.5 → gap-up continuation bias]; RSI→0.2670 [RSI=70.68 (bullish)]. Top pushes toward UP: stochK=87.60 (w=1.000, c=0.6899), gapNorm=0.8463 (w=1.000, c=0.3463), RSI=70.68 (w=1.000, c=0.2670). Top pushes toward DOWN: volZ=-0.3951 (w=1.000, c=0.0988), deltaATRpct=-0.0022 (w=1.000, c=0.0011). Gates: atr_pass:PASS, minConf_pass:PASS.",87.59555492166996,0.689889,1.000000,0.689889,stochK=87.60 (>80 overbought) → up-bias w/ reversal risk,0.06617657426132648,0.033088,1.000000,0.033088,MACD/ATR=0.0662 (bullish momentum),70.67998296250286,0.267000,1.000000,0.267000,RSI=70.68 (bullish),229084300,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.3951270744497942,-0.098782,1.000000,-0.098782,volZ=-0.3951,0.8011605731658543,0.200290,1.000000,0.200290,pctB=0.8012 (upper band) → overbought/continuation risk,-0.0022251738843336484,-0.001113,1.000000,-0.001113,ΔATR%=-0.0022 falling vol → mean-revert bias,0.8463406442574151,0.346341,1.000000,0.346341,gapNorm=0.8463 ≥ 0.5 → gap-up continuation bias,0.025984478206555518,0.000000,1.000000,0.000000,atrPct=0.0260
CRM,2024-11-27,-1,1,0.587091,0.174181,-0.000061,0.6378,-1.017,-0.3797,0.6378,1.017,-0.3797,policy_error,0,,OBV|volZ|pctB,"Called UP (pUp=0.587, conf=0.174) but next day was DOWN (ret1d=-0.0001). Wrong-side power=0.6378, right-side power=1.017, margin=-0.3797. Culprits: OBV→0.2500 [OBV sign + (buy-volume bias)]; volZ→0.2363 [volZ=0.9452]; pctB→0.1499 [pctB=0.5994 (mid)]. Top pushes toward UP: OBV=221612800 (w=1.000, c=0.2500), volZ=0.9452 (w=1.000, c=0.2363), pctB=0.5994 (w=1.000, c=0.1499). Top pushes toward DOWN: gapNorm=-1.958 (w=1.000, c=1.000), MACD=-0.0349 (w=1.000, c=0.0174). Gates: atr_pass:PASS, minConf_pass:BLOCK.",56.01964062442148,0.000000,1.000000,0.000000,stochK=56.02 (neutral),-0.03486006850581189,-0.017430,1.000000,-0.017430,MACD/ATR=-0.0349 (bearish momentum),58.35164808351589,0.000000,1.000000,0.000000,RSI=58.35 (neutral),221612800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.9452380200621048,0.236310,1.000000,0.236310,volZ=0.9452,0.5994449117670705,0.149861,1.000000,0.149861,pctB=0.5994 (mid),0.003211720057553047,0.001606,1.000000,0.001606,ΔATR%=0.0032 rising vol → continuation amplification,-1.9581564671958707,-1.000000,1.000000,-1.000000,gapNorm=-1.958 ≤ -0.5 → gap-down continuation bias,0.029196198264108564,0.000000,1.000000,0.000000,atrPct=0.0292
CRM,2024-12-04,-1,1,0.998648,0.997297,-0.017642,3.395,0.0000,3.395,3.395,0.0000,3.395,gap_reversal,1,,gapNorm|stochK|volZ,"Called UP (pUp=0.999, conf=0.997) but next day was DOWN (ret1d=-0.0176). Wrong-side power=3.395, right-side power=0.0000, margin=3.395. Culprits: gapNorm→1.000 [gapNorm=10.67 ≥ 0.5 → gap-up continuation bias]; stochK→0.9467 [stochK=97.87 (>80 overbought) → up-bias w/ reversal risk]; volZ→0.5000 [volZ=5.528]. Top pushes toward UP: gapNorm=10.67 (w=1.000, c=1.000), stochK=97.87 (w=1.000, c=0.9467), volZ=5.528 (w=1.000, c=0.5000). Gates: atr_pass:PASS, minConf_pass:PASS.",97.86791531544812,0.946698,1.000000,0.946698,stochK=97.87 (>80 overbought) → up-bias w/ reversal risk,0.03788474804768612,0.018942,1.000000,0.018942,MACD/ATR=0.0379 (bullish momentum),75.07425529238833,0.376856,1.000000,0.376856,RSI=75.07 (bullish),261524100,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),5.527745865666152,0.500000,1.000000,0.500000,volZ=5.528,1.1959429678364009,0.298986,1.000000,0.298986,pctB=1.196 (upper band) → overbought/continuation risk,0.008003876197137088,0.004000,1.000000,0.004000,ΔATR%=0.0080 rising vol → continuation amplification,10.67495569642749,1.000000,1.000000,1.000000,gapNorm=10.67 ≥ 0.5 → gap-up continuation bias,0.033613839008910684,0.000000,1.000000,0.000000,atrPct=0.0336
CRM,2024-12-06,-1,1,0.960050,0.920100,-0.028785,1.986,-0.0189,1.967,1.986,0.0189,1.967,gap_reversal,1,,stochK|gapNorm|RSI,"Called UP (pUp=0.960, conf=0.920) but next day was DOWN (ret1d=-0.0288). Wrong-side power=1.986, right-side power=0.0189, margin=1.967. Culprits: stochK→0.6693 [stochK=86.77 (>80 overbought) → up-bias w/ reversal risk]; gapNorm→0.4989 [gapNorm=0.9989 ≥ 0.5 → gap-up continuation bias]; RSI→0.2520 [RSI=70.08 (bullish)]. Top pushes toward UP: stochK=86.77 (w=1.000, c=0.6693), gapNorm=0.9989 (w=1.000, c=0.4989), RSI=70.08 (w=1.000, c=0.2520). Top pushes toward DOWN: volZ=-0.0708 (w=1.000, c=0.0177), deltaATRpct=-0.0023 (w=1.000, c=0.0012). Gates: atr_pass:PASS, minConf_pass:PASS.",86.77356647995283,0.669339,1.000000,0.669339,stochK=86.77 (>80 overbought) → up-bias w/ reversal risk,0.14487853714123075,0.072439,1.000000,0.072439,MACD/ATR=0.1449 (bullish momentum),70.08126521776433,0.252032,1.000000,0.252032,RSI=70.08 (bullish),256320900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.07076496196009191,-0.017691,1.000000,-0.017691,volZ=-0.0708,0.9718377564762617,0.242959,1.000000,0.242959,pctB=0.9718 (upper band) → overbought/continuation risk,-0.002322235016489149,-0.001161,1.000000,-0.001161,ΔATR%=-0.0023 falling vol → mean-revert bias,0.9989444083197574,0.498944,1.000000,0.498944,gapNorm=0.9989 ≥ 0.5 → gap-up continuation bias,0.03146523840968284,0.000000,1.000000,0.000000,atrPct=0.0315
CRM,2024-12-09,-1,1,0.843257,0.686514,-0.007822,0.7466,0.0000,0.7466,0.7466,0.0000,0.7466,features_agreed_with_wrong_call,1,,OBV|pctB|stochK,"Called UP (pUp=0.843, conf=0.687) but next day was DOWN (ret1d=-0.0078). Wrong-side power=0.7466, right-side power=0.0000, margin=0.7466. Culprits: OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1866 [pctB=0.7463 (mid)]; stochK→0.1778 [stochK=67.11 (≥60 up-bias)]. Top pushes toward UP: OBV=249845900 (w=1.000, c=0.2500), pctB=0.7463 (w=1.000, c=0.1866), stochK=67.11 (w=1.000, c=0.1778). Gates: atr_pass:PASS, minConf_pass:PASS.",67.11322136645047,0.177831,1.000000,0.177831,stochK=67.11 (≥60 up-bias),0.09021078623891408,0.045105,1.000000,0.045105,MACD/ATR=0.0902 (bullish momentum),62.12069637950114,0.053017,1.000000,0.053017,RSI=62.12 (bullish),249845900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.13443503299994694,0.033609,1.000000,0.033609,volZ=0.1344,0.7462536503909297,0.186563,1.000000,0.186563,pctB=0.7463 (mid),0.0008604771534313632,0.000430,1.000000,0.000430,ΔATR%=0.0009 rising vol → continuation amplification,-0.0801066424947261,0.000000,1.000000,0.000000,gapNorm=-0.0801 (neutral),0.032325715563114206,0.000000,1.000000,0.000000,atrPct=0.0323
CRM,2024-12-12,-1,1,0.765162,0.530323,-0.010390,0.9576,-0.0478,0.9099,0.9576,0.0478,0.9099,features_agreed_with_wrong_call,1,,stochK|OBV|pctB,"Called UP (pUp=0.765, conf=0.530) but next day was DOWN (ret1d=-0.0104). Wrong-side power=0.9576, right-side power=0.0478, margin=0.9099. Culprits: stochK→0.3953 [stochK=75.81 (≥60 up-bias)]; OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.2020 [pctB=0.8078 (upper band) → overbought/continuation risk]. Top pushes toward UP: stochK=75.81 (w=1.000, c=0.3953), OBV=256781500 (w=1.000, c=0.2500), pctB=0.8078 (w=1.000, c=0.2020). Top pushes toward DOWN: volZ=-0.1876 (w=1.000, c=0.0469), deltaATRpct=-0.0017 (w=1.000, c=0.0009). Gates: atr_pass:PASS, minConf_pass:PASS.",75.81036440069474,0.395259,1.000000,0.395259,stochK=75.81 (≥60 up-bias),0.005325374362153403,0.002663,1.000000,0.002663,MACD/ATR=0.0053 (bullish momentum),64.31053983508878,0.107763,1.000000,0.107763,RSI=64.31 (bullish),256781500,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.18755620588514188,-0.046889,1.000000,-0.046889,volZ=-0.1876,0.8078421292239526,0.201961,1.000000,0.201961,pctB=0.8078 (upper band) → overbought/continuation risk,-0.0017291759689982804,-0.000865,1.000000,-0.000865,ΔATR%=-0.0017 falling vol → mean-revert bias,0.042269661520211166,0.000000,1.000000,0.000000,gapNorm=0.0423 (neutral),0.029227292500329075,0.000000,1.000000,0.000000,atrPct=0.0292
CRM,2024-12-16,-1,1,0.721328,0.442657,-0.017524,0.8581,-0.5494,0.3087,0.8581,0.5494,0.3087,features_agreed_with_wrong_call,1,,stochK|OBV|pctB,"Called UP (pUp=0.721, conf=0.443) but next day was DOWN (ret1d=-0.0175). Wrong-side power=0.8581, right-side power=0.5494, margin=0.3087. Culprits: stochK→0.3512 [stochK=74.05 (≥60 up-bias)]; OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1864 [pctB=0.7454 (mid)]. Top pushes toward UP: stochK=74.05 (w=1.000, c=0.3512), OBV=256725800 (w=1.000, c=0.2500), pctB=0.7454 (w=1.000, c=0.1864). Top pushes toward DOWN: gapNorm=-0.9963 (w=1.000, c=0.4963), volZ=-0.1197 (w=1.000, c=0.0299), MACD=-0.0450 (w=1.000, c=0.0225). Gates: atr_pass:PASS, minConf_pass:BLOCK.",74.04633422362552,0.351158,1.000000,0.351158,stochK=74.05 (≥60 up-bias),-0.04501508545404674,-0.022508,1.000000,-0.022508,MACD/ATR=-0.0450 (bearish momentum),62.823689080468846,0.070592,1.000000,0.070592,RSI=62.82 (bullish),256725800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.11967251237577278,-0.029918,1.000000,-0.029918,volZ=-0.1197,0.7454410315576975,0.186360,1.000000,0.186360,pctB=0.7454 (mid),-0.0014410634081647722,-0.000721,1.000000,-0.000721,ΔATR%=-0.0014 falling vol → mean-revert bias,-0.99630233513609,-0.496302,1.000000,-0.496302,gapNorm=-0.9963 ≤ -0.5 → gap-down continuation bias,0.028783917384475194,0.000000,1.000000,0.000000,atrPct=0.0288
CRM,2024-12-17,-1,1,0.666213,0.332425,-0.039149,0.4859,-0.0520,0.4338,0.4859,0.0520,0.4338,features_agreed_with_wrong_call,0,,OBV|pctB|volZ,"Called UP (pUp=0.666, conf=0.332) but next day was DOWN (ret1d=-0.0391). Wrong-side power=0.4859, right-side power=0.0520, margin=0.4338. Culprits: OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1536 [pctB=0.6145 (mid)]; volZ→0.0762 [volZ=0.3048]. Top pushes toward UP: OBV=249814800 (w=1.000, c=0.2500), pctB=0.6145 (w=1.000, c=0.1536), volZ=0.3048 (w=1.000, c=0.0762). Top pushes toward DOWN: MACD=-0.1038 (w=1.000, c=0.0519), deltaATRpct=-0.0003 (w=1.000, c=0.0002). Gates: atr_pass:PASS, minConf_pass:BLOCK.",60.24256592569862,0.006064,1.000000,0.006064,stochK=60.24 (≥60 up-bias),-0.1037780149383079,-0.051889,1.000000,-0.051889,MACD/ATR=-0.1038 (bearish momentum),57.902315103195164,0.000000,1.000000,0.000000,RSI=57.90 (neutral),249814800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.30478799537026763,0.076197,1.000000,0.076197,volZ=0.3048,0.6144648288315446,0.153616,1.000000,0.153616,pctB=0.6145 (mid),-0.0003081161567468939,-0.000154,1.000000,-0.000154,ΔATR%=-0.0003 falling vol → mean-revert bias,-0.09238224104759496,0.000000,1.000000,0.000000,gapNorm=-0.0924 (neutral),0.0284758012277283,0.000000,1.000000,0.000000,atrPct=0.0285
